01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
TSLA,420.4600,423.9000,399.1800,406.0100,74606873,2026-02-04,421.9600,-15.9500,-3.7800%
