,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
0,2025-12-21,2026-02-25,0.39,0.37,0.3818,10824510000,10373000000,10660147220
