transaction_date,ticker,executive,executive_title,security_type,acquisition_or_disposal,shares,share_price
2009-04-29,MSFT,"LIDDELL, CHRISTOPHER P",Chief Financial Officer,Common Stock,D,12200.0,20.68
2009-04-29,MSFT,"LIDDELL, CHRISTOPHER P",Chief Financial Officer,Common Stock,D,1200.0,20.69
2009-04-27,MSFT,"BROD, FRANK H",Chief Accounting Officer,Common Stock,D,20000.0,20.7
2009-04-27,MSFT,"BROD, FRANK H",Chief Accounting Officer,Common Stock,D,16371.0,20.62
2009-04-27,MSFT,"BROD, FRANK H",Chief Accounting Officer,Common Stock,D,3629.0,20.63
2009-03-12,MSFT,"CASH, JAMES I",Director,Restricted Stock Units,A,113.0,0.0
2009-03-12,MSFT,"NOSKI, CHARLES H",Director,Restricted Stock Units,A,207.0,0.0
2009-03-12,MSFT,"HASTINGS, REED",Director,Restricted Stock Units,A,120.0,0.0
2009-03-12,MSFT,"GILMARTIN, RAYMOND V",Director,Restricted Stock Units,A,34.0,0.0
2009-03-12,MSFT,"DUBLON, DINA",Director,Restricted Stock Units,A,113.0,0.0
2009-02-18,MSFT,"GATES, WILLIAM H III",Director,Common Stock,A,1655.0,0.0
2009-02-18,MSFT,"NOSKI, CHARLES H",Director,Restricted Stock Units,A,3035.0,0.0
2009-02-18,MSFT,"PANKE, HELMUT",Director,Common Stock,A,1655.0,0.0
