transaction_date,ticker,executive,executive_title,security_type,acquisition_or_disposal,shares,share_price
2026-01-21,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Common Stock,D,811.0,0.0
2026-01-20,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,90000.0,0.0
2026-01-20,JPM,"GORSKY, ALEX",Director,Common Stock,A,913.5251,306.505
2026-01-20,JPM,"DAVIS, ALICIA BOLER",Director,Common Stock,A,913.5251,306.505
2026-01-20,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Restricted Stock Units,A,25938.0,0.0
2026-01-20,JPM,"BUCK, MICHELE",Director,Common Stock,A,913.5251,306.505
2026-01-20,JPM,"WEINBERGER, MARK A",Director,Common Stock,A,913.5251,306.505
2026-01-20,JPM,"NOVAKOVIC, PHEBE N",Director,Common Stock,A,913.5251,306.505
2026-01-20,JPM,"ROMETTY, VIRGINIA M",Director,Common Stock,A,913.5251,306.505
2026-01-20,JPM,"SMITH, BRAD D",Director,Common Stock,A,913.5251,306.505
2026-01-20,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,913.5251,306.505
2026-01-20,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,A,18108.0,0.0
2026-01-20,JPM,"BARNUM, JEREMY",Chief Financial Officer,Restricted Stock Units,A,18108.0,0.0
2026-01-20,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,A,12725.0,0.0
2026-01-20,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Restricted Stock Units,A,29364.0,0.0
2026-01-20,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,A,18108.0,0.0
2026-01-20,JPM,"LAKE, MARIANNE",CEO CCB,Restricted Stock Units,A,21534.0,0.0
2026-01-20,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,A,8565.0,0.0
2026-01-20,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Restricted Stock Units,A,21289.0,0.0
2026-01-20,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Restricted Stock Units,A,25938.0,0.0
2026-01-20,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,A,8157.0,0.0
2026-01-20,JPM,"BAMMANN, LINDA",Director,Common Stock,A,913.5251,306.505
2026-01-20,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,913.5251,306.505
2026-01-16,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,7364.0,312.791
2026-01-16,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,5732.0,312.7841
2026-01-16,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,D,3908.0,312.7823
2026-01-16,JPM,"BARNUM, JEREMY",Chief Financial Officer,Common Stock,D,2893.0,312.7859
2026-01-16,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Common Stock,D,3487.0,312.7983
2026-01-16,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Common Stock,D,8571.0,312.7859
2026-01-16,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,2047.0,312.7968
2026-01-16,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,3404.0,312.7961
2026-01-13,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,A,8349.0,0.0
2026-01-13,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Common Stock,D,16027.0,318.715
2026-01-13,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Restricted Stock Units,D,15761.0,0.0
2026-01-13,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Restricted Stock Units,D,14215.0,0.0
2026-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,7747.0,0.0
2026-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,A,6017.0,0.0
2026-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,A,5788.0,0.0
2026-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,A,1541.0,0.0
2026-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,A,1400.0,0.0
2026-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,D,7782.0,318.715
2026-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,D,5788.0,0.0
2026-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,D,1400.0,0.0
2026-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,D,1541.0,0.0
2026-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,D,7747.0,0.0
2026-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,D,6995.0,0.0
2026-01-13,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,A,16020.0,0.0
2026-01-13,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,D,18287.0,318.715
2026-01-13,JPM,"LAKE, MARIANNE",CEO CCB,Restricted Stock Units,D,17898.0,0.0
2026-01-13,JPM,"LAKE, MARIANNE",CEO CCB,Restricted Stock Units,D,16020.0,0.0
2026-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,6995.0,0.0
2026-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,7700.0,318.715
2026-01-13,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,A,17898.0,0.0
2026-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,14215.0,0.0
2026-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,15826.0,318.715
2026-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,D,15227.0,0.0
2026-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,D,14215.0,0.0
2026-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,A,26446.0,0.0
2026-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,A,23692.0,0.0
2026-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,27212.0,318.715
2026-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Restricted Stock Units,D,26446.0,0.0
2026-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Restricted Stock Units,D,23692.0,0.0
2026-01-13,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,A,8816.0,0.0
2026-01-13,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,8975.0,318.715
2026-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,D,14215.0,0.0
2026-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,15227.0,0.0
2026-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,D,14693.0,0.0
2026-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,14178.0,318.715
2026-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,14215.0,0.0
2026-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,14693.0,0.0
2026-01-13,JPM,"BARNUM, JEREMY",Chief Financial Officer,Restricted Stock Units,D,12861.0,0.0
2026-01-13,JPM,"BARNUM, JEREMY",Chief Financial Officer,Restricted Stock Units,D,12021.0,0.0
2026-01-13,JPM,"BARNUM, JEREMY",Chief Financial Officer,Common Stock,D,13310.0,318.715
2026-01-13,JPM,"BARNUM, JEREMY",Chief Financial Officer,Common Stock,A,12021.0,0.0
2026-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,D,6017.0,0.0
2026-01-13,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,A,22706.0,0.0
2026-01-13,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,A,20082.0,0.0
2026-01-13,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,D,23135.0,318.715
2026-01-13,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Restricted Stock Units,D,22706.0,0.0
2026-01-13,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Restricted Stock Units,D,20082.0,0.0
2026-01-13,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Common Stock,A,17898.0,0.0
2026-01-13,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Common Stock,A,16020.0,0.0
2026-01-13,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Common Stock,D,16775.0,318.715
2026-01-13,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Restricted Stock Units,D,17898.0,0.0
2026-01-13,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Restricted Stock Units,D,16020.0,0.0
2026-01-13,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Common Stock,A,15761.0,0.0
2026-01-13,JPM,"BARNUM, JEREMY",Chief Financial Officer,Common Stock,A,12861.0,0.0
2026-01-13,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,D,8349.0,0.0
2026-01-13,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,D,8816.0,0.0
2026-01-13,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Common Stock,A,14215.0,0.0
2025-12-31,JPM,"ROMETTY, VIRGINIA M",Director,Common Stock,A,112.6694,322.22
2025-12-31,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,174.5702,322.22
2025-12-31,JPM,"NOVAKOVIC, PHEBE N",Director,Common Stock,A,116.3801,322.22
2025-12-31,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,139.6561,322.22
2025-11-12,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,D,9500.0,0.0
2025-11-07,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,966.0,311.9162
2025-11-05,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,6468.0,0.0
2025-11-04,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Common Stock,D,809.0,0.0
2025-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,A,826.0,0.0
2025-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,D,477.0,299.025
2025-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,D,486.0,299.025
2025-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,D,826.0,0.0
2025-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,D,881.0,0.0
2025-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,A,881.0,0.0
2025-09-30,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,134.7367,315.43
2025-09-30,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,178.328,315.43
2025-09-30,JPM,"ROMETTY, VIRGINIA M",Director,Common Stock,A,110.9596,315.43
2025-09-30,JPM,"NOVAKOVIC, PHEBE N",Director,Common Stock,A,118.8853,315.43
2025-09-02,JPM,"BAMMANN, LINDA",Director,Common Stock,D,9500.0,297.9444
2025-07-25,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Common Stock,D,1682.0,0.0
2025-06-30,JPM,"ROMETTY, VIRGINIA M",Director,Common Stock,A,120.7271,289.91
2025-06-30,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,155.2206,289.91
2025-06-30,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,194.0257,289.91
2025-06-30,JPM,"NOVAKOVIC, PHEBE N",Director,Common Stock,A,129.3505,289.91
2025-06-12,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,5201.0,267.4431
2025-06-05,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Common Stock,D,6128.0,262.4713
2025-05-20,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,6608.0,265.7133
2025-05-20,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,2821.0,265.713
2025-05-16,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,5873.0,267.0876
2025-05-16,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,D,12274.0,267.0757
2025-05-15,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Common Stock,D,10141.0,266.893
2025-05-14,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,37812.0,0.0
2025-05-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,14055.0,262.5358
2025-05-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,5202.0,262.5252
2025-05-12,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,D,12500.0,263.0755
2025-05-06,JPM,"BARNUM, JEREMY",Chief Financial Officer,Common Stock,D,40014.0,250.7731
2025-05-06,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Common Stock,D,6129.0,250.7637
2025-05-06,JPM,"BAMMANN, LINDA",Director,Common Stock,D,9500.0,250.0
2025-05-05,JPM,"BAMMANN, LINDA",Director,Common Stock,D,500.0,0.0
2025-04-14,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,133639.0,235.6774
2025-04-09,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,A,14.0,3.67
2025-04-09,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,D,14.0,0.0
2025-03-31,JPM,"NOVAKOVIC, PHEBE N",Director,Common Stock,A,152.874,245.3
2025-03-31,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,229.311,245.3
2025-03-31,JPM,"ROMETTY, VIRGINIA M",Director,Common Stock,A,142.6824,245.3
2025-03-31,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,183.4488,245.3
2025-03-25,JPM,"BARNUM, JEREMY",Chief Financial Officer,Performance Share Units,D,29632.5953,0.0
2025-03-25,JPM,"BACON, ASHLEY",Chief Risk Officer,Performance Share Units,D,42190.8691,0.0
2025-03-25,JPM,"FRIEDMAN, STACEY",General Counsel,Performance Share Units,D,42190.8691,0.0
2025-03-25,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,297186.0221,0.0
2025-03-25,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,164340.0221,249.7224
2025-03-25,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,A,50150.9413,0.0
2025-03-25,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,D,25602.9413,249.7224
2025-03-25,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,12766.6712,249.7224
2025-03-25,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Performance Share Units,D,23084.6712,0.0
2025-03-25,JPM,"DIMON, JAMES","Director, Chairman & CEO",Performance Share Units,D,297186.0221,0.0
2025-03-25,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,A,26269.7252,0.0
2025-03-25,JPM,"BEER, LORI A",Chief Information Officer,Performance Share Units,D,26269.7252,0.0
2025-03-25,JPM,"BARNUM, JEREMY",Chief Financial Officer,Common Stock,A,29632.5953,0.0
2025-03-25,JPM,"PINTO, DANIEL E",President & COO,Common Stock,A,17826.0,0.0
2025-03-25,JPM,"PINTO, DANIEL E",President & COO,Common Stock,D,59169.0,249.7224
2025-03-25,JPM,"PINTO, DANIEL E",President & COO,Performance Share Units,D,19524.0,0.0
2025-03-25,JPM,"PINTO, DANIEL E",President & COO,Performance Share Units,D,23442.0,0.0
2025-03-25,JPM,"PINTO, DANIEL E",President & COO,Performance Share Units,D,17826.0,0.0
2025-03-25,JPM,"PINTO, DANIEL E",President & COO,Performance Share Units,D,20904.0,0.0
2025-03-25,JPM,"PINTO, DANIEL E",President & COO,Performance Share Units,D,22688.0,0.0
2025-03-25,JPM,"LAKE, MARIANNE",CEO CCB,Performance Share Units,D,50150.9413,0.0
2025-03-25,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,A,62888.0314,0.0
2025-03-25,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,34777.0314,249.7224
2025-03-25,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Performance Share Units,D,62888.0314,0.0
2025-03-25,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,14522.7252,249.7224
2025-03-25,JPM,"BARNUM, JEREMY",Chief Financial Officer,Common Stock,D,16387.5953,249.7224
2025-03-25,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,23084.6712,0.0
2025-03-25,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Performance Share Units,D,50150.9413,0.0
2025-03-25,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Common Stock,D,25635.9413,249.7224
2025-03-25,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Common Stock,A,50150.9413,0.0
2025-03-25,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Performance Share Units,D,67664.0501,0.0
2025-03-25,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,D,37419.0501,249.7224
2025-03-25,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,42190.8691,0.0
2025-03-25,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,A,67664.0501,0.0
2025-03-25,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,23331.8691,249.7224
2025-03-25,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,21384.8691,249.7224
2025-03-25,JPM,"PINTO, DANIEL E",President & COO,Common Stock,A,19524.0,0.0
2025-03-25,JPM,"PINTO, DANIEL E",President & COO,Common Stock,A,20904.0,0.0
2025-03-25,JPM,"PINTO, DANIEL E",President & COO,Common Stock,A,22688.0,0.0
2025-03-25,JPM,"PINTO, DANIEL E",President & COO,Common Stock,A,23442.0,0.0
2025-03-25,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Performance Share Units,D,45373.7975,0.0
2025-03-25,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Common Stock,D,25091.7975,249.7224
2025-03-25,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Common Stock,A,45373.7975,0.0
2025-03-25,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,42190.8691,0.0
2025-03-24,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,1250.0,246.9212
2025-03-24,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,D,25000.0,247.0194
2025-03-24,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Common Stock,D,4272.0,247.0305
2025-03-24,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,2052.0,246.9287
2025-03-18,JPM,"BEER, LORI A",Chief Information Officer,Performance Share Units,A,26269.7252,0.0
2025-03-18,JPM,"DIMON, JAMES","Director, Chairman & CEO",Performance Share Units,A,297186.0221,0.0
2025-03-18,JPM,"BARNUM, JEREMY",Chief Financial Officer,Performance Share Units,A,29632.5953,0.0
2025-03-18,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Performance Share Units,A,62888.0314,0.0
2025-03-18,JPM,"PINTO, DANIEL E",President & COO,Performance Share Units,A,113443.0,0.0
2025-03-18,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Performance Share Units,A,67664.0501,0.0
2025-03-18,JPM,"FRIEDMAN, STACEY",General Counsel,Performance Share Units,A,42190.8691,0.0
2025-03-18,JPM,"LAKE, MARIANNE",CEO CCB,Performance Share Units,A,50150.9413,0.0
2025-03-18,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Performance Share Units,A,23084.6712,0.0
2025-03-18,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Performance Share Units,A,45373.7975,0.0
2025-03-18,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Performance Share Units,A,50150.9413,0.0
2025-03-18,JPM,"BACON, ASHLEY",Chief Risk Officer,Performance Share Units,A,42190.8691,0.0
2025-02-20,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Common Stock,D,4273.0,269.8521
2025-02-20,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,D,37500.0,269.8365
2025-02-20,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,131711.0,269.8373
2025-02-20,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,83500.0,269.8373
2025-02-20,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,1250.0,270.0881
2025-02-20,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,27588.0,269.8373
2025-02-20,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,8886.0,269.8373
2025-02-20,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,386544.0,269.8373
2025-02-20,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,96421.0,269.8373
2025-02-20,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,2053.0,269.8753
2025-02-18,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Common Stock,D,3490.0,278.4086
2025-02-18,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,5277.0,278.3724
2025-02-18,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,D,4232.0,278.3576
2025-02-18,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,3303.0,278.3442
2025-02-10,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,188.0,0.0
2025-02-10,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,188.0,0.0
2025-02-01,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,"Preferred Stock, Series HH",D,51000.0,1.0
2025-01-31,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,185936.0,0.0
2025-01-21,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,A,9079.0,0.0
2025-01-21,JPM,"LAKE, MARIANNE",CEO CCB,Restricted Stock Units,A,23485.0,0.0
2025-01-21,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,A,18702.0,0.0
2025-01-21,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Restricted Stock Units,A,31504.0,0.0
2025-01-21,JPM,"NOVAKOVIC, PHEBE N",Director,Common Stock,A,1011.9262,261.8768
2025-01-21,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Restricted Stock Units,A,21766.0,0.0
2025-01-21,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Restricted Stock Units,A,23485.0,0.0
2025-01-21,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,1011.9262,261.8768
2025-01-21,JPM,"BAMMANN, LINDA",Director,Common Stock,A,1011.9262,261.8768
2025-01-21,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,A,8783.0,0.0
2025-01-21,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,1011.9262,261.8768
2025-01-21,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Restricted Stock Units,A,26349.0,0.0
2025-01-21,JPM,"WEINBERGER, MARK A",Director,Common Stock,A,1011.9262,261.8768
2025-01-21,JPM,"SMITH, BRAD D",Director,Common Stock,A,1011.9262,261.8768
2025-01-21,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,A,12029.0,0.0
2025-01-21,JPM,"BARNUM, JEREMY",Chief Financial Officer,Restricted Stock Units,A,18702.0,0.0
2025-01-21,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,A,18702.0,0.0
2025-01-21,JPM,"ROMETTY, VIRGINIA M",Director,Common Stock,A,1011.9262,261.8768
2025-01-21,JPM,"GORSKY, ALEX",Director,Common Stock,A,1011.9262,261.8768
2025-01-21,JPM,"BOLER-DAVIS, ALICIA S",Director,Common Stock,A,1011.9262,261.8768
2025-01-21,JPM,"COMBS, TODD A.",Director,Common Stock,A,1011.9262,261.8768
2025-01-16,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,7122.0,253.9442
2025-01-16,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,D,4233.0,254.0049
2025-01-16,JPM,"PETNO, DOUGLAS B",Co-CEO CIB,Common Stock,D,3491.0,253.9574
2025-01-16,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,5277.0,253.973
2025-01-16,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,3303.0,253.9443
2025-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,D,12977.0,0.0
2025-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,14989.0,241.77
2025-01-13,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Restricted Stock Units,D,22706.0,0.0
2025-01-13,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Restricted Stock Units,D,20812.0,0.0
2025-01-13,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,D,23418.0,241.77
2025-01-13,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,A,20812.0,0.0
2025-01-13,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,A,22706.0,0.0
2025-01-13,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,D,8815.0,0.0
2025-01-13,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,D,8080.0,0.0
2025-01-13,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,8683.0,241.77
2025-01-13,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,A,8080.0,0.0
2025-01-13,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,A,8815.0,0.0
2025-01-13,JPM,"BARNUM, JEREMY",Chief Financial Officer,Restricted Stock Units,D,12021.0,0.0
2025-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,A,8729.0,0.0
2025-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,A,1932.0,0.0
2025-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,D,5559.0,241.77
2025-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,D,1932.0,0.0
2025-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,D,8729.0,0.0
2025-01-13,JPM,"PINTO, DANIEL E",President & COO,Common Stock,A,16717.0,0.0
2025-01-13,JPM,"PINTO, DANIEL E",President & COO,Common Stock,A,14954.0,0.0
2025-01-13,JPM,"BARNUM, JEREMY",Chief Financial Officer,Restricted Stock Units,D,9115.0,0.0
2025-01-13,JPM,"BARNUM, JEREMY",Chief Financial Officer,Common Stock,D,11094.0,241.77
2025-01-13,JPM,"BARNUM, JEREMY",Chief Financial Officer,Common Stock,A,9115.0,0.0
2025-01-13,JPM,"BARNUM, JEREMY",Chief Financial Officer,Common Stock,A,12021.0,0.0
2025-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,D,14692.0,0.0
2025-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,13424.0,241.77
2025-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,7617.0,241.77
2025-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,7101.0,0.0
2025-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,7747.0,0.0
2025-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,12977.0,0.0
