transaction_date,ticker,executive,executive_title,security_type,acquisition_or_disposal,shares,share_price
2013-07-23,JPM,"LAKE, MARIANNE",Chief Financial Officer,Common Stock,D,165642.0,56.6825
2013-07-23,JPM,"LAKE, MARIANNE",Chief Financial Officer,Stock Appreciation Rights,D,16873.0,0.0
2013-07-22,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,0.1442,56.56
2013-07-19,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,D,29000.0,56.3138
2013-07-19,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,16693.0,56.44
2013-07-19,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,A,4.0,3.68
2013-07-17,JPM,"HOGAN, JOHN JAMES",Chairman of Risk,Common Stock,D,18934.0,55.12
2013-07-16,JPM,"LAKE, MARIANNE",Chief Financial Officer,Common Stock,D,8940.107,55.1325
2013-07-16,JPM,"LAKE, MARIANNE",Chief Financial Officer,Common Stock,D,8049.0,55.095
2013-07-16,JPM,"LAKE, MARIANNE",Chief Financial Officer,Common Stock,A,9160.0,39.96
2013-07-16,JPM,"LAKE, MARIANNE",Chief Financial Officer,Stock Appreciation Rights,D,9160.0,0.0
2013-07-15,JPM,"PINTO, DANIEL E",Managing Director,Common Stock,D,263057.0,55.05
2013-07-15,JPM,"PINTO, DANIEL E",Managing Director,Common Stock,D,73247.0,55.46
2013-07-15,JPM,"PINTO, DANIEL E",Managing Director,Common Stock,A,400000.0,19.49
2013-07-15,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Common Stock,D,20000.0,54.6491
2013-07-15,JPM,"PINTO, DANIEL E",Managing Director,Stock Appreciation Rights,D,400000.0,0.0
2013-07-10,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,A,4.0,3.68
2013-07-05,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,A,3.0,3.58
2013-06-30,JPM,"JACKSON, LABAN",Director,Common Stock,A,852.4342,52.79
2013-06-30,JPM,"RAYMOND, LEE R",Director,Common Stock,A,729.3048,52.79
2013-06-30,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,355.1809,52.79
2013-06-30,JPM,"CROWN, JAMES S",Director,Common Stock,A,568.2894,52.79
2013-06-30,JPM,"COTE, DAVID M",Director,Common Stock,A,355.1809,52.79
2013-06-30,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,355.1809,52.79
2013-06-30,JPM,"BOWLES, CRANDALL CLOSE",Director,Common Stock,A,615.6469,52.79
2013-05-15,JPM,"CUTLER, STEPHEN M",General Counsel,Common Stock,D,15000.0,51.0
2013-05-14,JPM,"ERDOES, MARY E.",Managing Director,Stock Appreciation Rights,D,400000.0,0.0
2013-05-14,JPM,"ZAMES, MATTHEW E",Chief Operating Officer,Stock Appreciation Rights,D,50000.0,0.0
2013-05-14,JPM,"ZAMES, MATTHEW E",Chief Operating Officer,Stock Appreciation Rights,D,100000.0,0.0
2013-05-14,JPM,"ZAMES, MATTHEW E",Chief Operating Officer,Stock Appreciation Rights,D,51000.0,0.0
2013-05-14,JPM,"ZAMES, MATTHEW E",Chief Operating Officer,Stock Appreciation Rights,D,30000.0,0.0
2013-05-14,JPM,"ZAMES, MATTHEW E",Chief Operating Officer,Stock Appreciation Rights,D,16423.0,0.0
2013-05-14,JPM,"ZAMES, MATTHEW E",Chief Operating Officer,Common Stock,D,234476.0,50.04
2013-05-14,JPM,"ZAMES, MATTHEW E",Chief Operating Officer,Common Stock,A,16423.0,35.61
2013-05-14,JPM,"ZAMES, MATTHEW E",Chief Operating Officer,Common Stock,A,30000.0,44.29
2013-05-14,JPM,"ZAMES, MATTHEW E",Chief Operating Officer,Common Stock,A,50000.0,46.79
2013-05-14,JPM,"ZAMES, MATTHEW E",Chief Operating Officer,Common Stock,A,51000.0,43.2
2013-05-14,JPM,"ZAMES, MATTHEW E",Chief Operating Officer,Common Stock,A,100000.0,45.79
2013-05-14,JPM,"ERDOES, MARY E.",Managing Director,Stock Appreciation Rights,D,100000.0,0.0
2013-05-14,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,A,400000.0,19.49
2013-05-14,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,A,100000.0,34.78
2013-05-14,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,D,378639.0,50.04
2013-05-09,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Common Stock,D,2000.0,0.0
2013-05-07,JPM,"O'DONOVAN, MARK",Corporate Controller,Common Stock,D,668.0,48.9945
2013-05-03,JPM,"CROWN, JAMES S",Director,Common Stock,A,124077.0,47.2856
2013-05-03,JPM,"CROWN, JAMES S",Director,Common Stock,A,57300.0,47.2856
2013-05-03,JPM,"CROWN, JAMES S",Director,Common Stock,A,89900.0,47.2856
2013-05-03,JPM,"CROWN, JAMES S",Director,Common Stock,A,30200.0,47.2856
2013-04-29,JPM,"PINTO, DANIEL E",Managing Director,Common Stock,D,73000.0,48.8192
2013-04-25,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,D,5000.0,49.0831
2013-04-24,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,A,150000.0,46.79
2013-04-24,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Stock Appreciation Rights,D,150000.0,0.0
2013-04-24,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,147397.0,48.54
2013-04-23,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,A,30769.0,44.29
2013-04-23,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,120501.0,47.815
2013-04-23,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Stock Appreciation Rights,D,6243.0,0.0
2013-04-23,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Stock Appreciation Rights,D,30769.0,0.0
2013-04-23,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Stock Appreciation Rights,D,89507.0,0.0
2013-04-23,JPM,"CUTLER, STEPHEN M",General Counsel,Common Stock,D,15000.0,48.0
2013-04-23,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,A,89507.0,43.2
2013-04-23,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,A,6243.0,35.61
2013-04-22,JPM,"CROWN, JAMES S",Director,Common Stock,A,68500.0,46.9802
2013-04-22,JPM,"CROWN, JAMES S",Director,Common Stock,A,91375.0,46.9802
2013-04-22,JPM,"CROWN, JAMES S",Director,Common Stock,A,58100.0,46.9802
2013-04-22,JPM,"CROWN, JAMES S",Director,Common Stock,A,6400.0,46.9802
2013-04-22,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,40000.0,47.3794
2013-04-19,JPM,"CROWN, JAMES S",Director,Common Stock,A,29200.0,46.9868
2013-04-19,JPM,"CROWN, JAMES S",Director,Common Stock,A,10500.0,46.9868
2013-04-19,JPM,"CROWN, JAMES S",Director,Common Stock,A,54400.0,46.9868
2013-04-19,JPM,"CROWN, JAMES S",Director,Common Stock,A,5000.0,46.9868
2013-04-19,JPM,"CROWN, JAMES S",Director,Common Stock,A,113384.0,46.9868
2013-04-18,JPM,"CUTLER, STEPHEN M",General Counsel,Common Stock,D,15000.0,46.77
2013-04-16,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,7820.0,0.0
2013-03-31,JPM,"RAYMOND, LEE R",Director,Common Stock,A,474.0834,47.46
2013-03-31,JPM,"BOWLES, CRANDALL CLOSE",Director,Common Stock,A,526.7594,47.46
2013-03-31,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,395.0695,47.46
2013-03-31,JPM,"CROWN, JAMES S",Director,Common Stock,A,632.1113,47.46
2013-03-31,JPM,"JACKSON, LABAN",Director,Common Stock,A,684.7872,47.46
2013-03-31,JPM,"COTE, DAVID M",Director,Common Stock,A,395.0695,47.46
2013-03-31,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,395.0695,47.46
2013-02-15,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,A,79300.0,3.21
2013-02-15,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,D,11000.0,49.342
2013-02-12,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,A,100000.0,46.79
2013-02-12,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Stock Appreciation Rights,D,12000.0,0.0
2013-02-12,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Stock Appreciation Rights,D,24000.0,0.0
2013-02-12,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Stock Appreciation Rights,D,100000.0,0.0
2013-02-12,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,A,12000.0,44.29
2013-02-12,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,A,100000.0,45.79
2013-02-12,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,A,24000.0,43.2
2013-02-12,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,A,69.33,3.27
2013-02-12,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,D,228809.0,48.955
2013-02-07,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,A,300000.0,39.83
2013-02-07,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Stock Appreciation Rights,D,100000.0,0.0
2013-02-07,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Stock Appreciation Rights,D,300000.0,0.0
2013-02-07,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,365292.0,48.325
2013-02-07,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,A,100000.0,38.975
2013-02-06,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,20000.0,48.57
2013-02-01,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,A,69.33,3.25
2013-02-01,JPM,"O'DONOVAN, MARK",Corporate Controller,Common Stock,D,3000.0,47.8
2013-01-31,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,D,15000.0,47.02
2013-01-29,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,6750.0,46.93
2013-01-25,JPM,"SMITH, GORDON",Executive Vice President,Common Stock,D,21140.0,46.8331
2013-01-22,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,A,50000.0,19.49
2013-01-22,JPM,"ZAMES, MATTHEW E",Co-Chief Operating Officer,Common Stock,A,100000.0,19.49
2013-01-22,JPM,"ZAMES, MATTHEW E",Co-Chief Operating Officer,Common Stock,D,31750.0,46.4206
2013-01-22,JPM,"ZAMES, MATTHEW E",Co-Chief Operating Officer,Common Stock,D,72102.0,46.34
2013-01-22,JPM,"ZAMES, MATTHEW E",Co-Chief Operating Officer,Stock Appreciation Rights,D,100000.0,0.0
2013-01-22,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Stock Appreciation Rights,D,50000.0,0.0
2013-01-22,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Stock Appreciation Rights,D,7874.0,0.0
2013-01-22,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,D,35970.0,46.34
2013-01-22,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,D,6992.0,46.34
2013-01-22,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,A,7874.0,35.61
2013-01-22,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,A,40000.0,19.49
2013-01-22,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,28841.0,46.34
2013-01-22,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Stock Appreciation Rights,D,40000.0,0.0
2013-01-18,JPM,"DONNELLY, JOHN L",Director Human Resources,Stock Appreciation Rights,D,66667.0,0.0
2013-01-18,JPM,"DONNELLY, JOHN L",Director Human Resources,Stock Appreciation Rights,D,16873.0,0.0
2013-01-18,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,D,70970.0,46.39
2013-01-18,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,A,16873.0,35.61
2013-01-18,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,A,66667.0,31.055
2013-01-18,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,44406.0,46.39
2013-01-18,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,3100.0,0.0
2013-01-18,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,A,50000.0,35.61
2013-01-18,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Stock Appreciation Rights,D,50000.0,0.0
2013-01-17,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,3649.635,46.58
2013-01-17,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Stock Appreciation Rights,D,500000.0,0.0
2013-01-17,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,460694.0,46.58
2013-01-17,JPM,"BELL, JAMES A",Director,Common Stock,A,3649.635,46.58
2013-01-17,JPM,"ERDOES, MARY E.",Managing Director,Restricted Stock Units,A,157794.0,0.0
2013-01-17,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Stock Appreciation Rights,A,278452.0,0.0
2013-01-17,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Restricted Stock Units,A,77287.0,0.0
2013-01-17,JPM,"LAKE, MARIANNE",Chief Financial Officer,Stock Appreciation Rights,A,341842.0,0.0
2013-01-17,JPM,"LAKE, MARIANNE",Chief Financial Officer,Restricted Stock Units,A,22328.0,0.0
2013-01-17,JPM,"SMITH, GORDON",Executive Vice President,Stock Appreciation Rights,A,209206.0,0.0
2013-01-17,JPM,"DIMON, JAMES","Director, Chairman & CEO",Restricted Stock Units,A,214685.0,0.0
2013-01-17,JPM,"PETNO, DOUGLAS B",Managing Director,Stock Appreciation Rights,A,378452.0,0.0
2013-01-17,JPM,"PETNO, DOUGLAS B",Managing Director,Restricted Stock Units,A,83727.0,0.0
2013-01-17,JPM,"DONNELLY, JOHN L",Director Human Resources,Restricted Stock Units,A,40254.0,0.0
2013-01-17,JPM,"COTE, DAVID M",Director,Common Stock,A,3649.635,46.58
2013-01-17,JPM,"PINTO, DANIEL E",Managing Director,Common Stock,A,69773.0,46.58
2013-01-17,JPM,"PINTO, DANIEL E",Managing Director,Common Stock,D,36282.0,46.58
2013-01-17,JPM,"PINTO, DANIEL E",Managing Director,Restricted Stock Units,A,83191.0,0.0
2013-01-17,JPM,"PINTO, DANIEL E",Managing Director,Stock Appreciation Rights,A,104603.0,0.0
2013-01-17,JPM,"O'DONOVAN, MARK",Corporate Controller,Restricted Stock Units,A,6870.0,0.0
2013-01-17,JPM,"O'DONOVAN, MARK",Corporate Controller,Stock Appreciation Rights,A,10461.0,0.0
2013-01-17,JPM,"ERDOES, MARY E.",Managing Director,Stock Appreciation Rights,A,209206.0,0.0
2013-01-17,JPM,"SMITH, GORDON",Executive Vice President,Restricted Stock Units,A,119150.0,0.0
2013-01-17,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Stock Appreciation Rights,A,104603.0,0.0
2013-01-17,JPM,"ZAMES, MATTHEW E",Co-Chief Operating Officer,Common Stock,D,23695.0,46.45
2013-01-17,JPM,"ZAMES, MATTHEW E",Co-Chief Operating Officer,Restricted Stock Units,A,196437.0,0.0
2013-01-17,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Restricted Stock Units,A,125591.0,0.0
2013-01-17,JPM,"DONNELLY, JOHN L",Director Human Resources,Stock Appreciation Rights,A,52302.0,0.0
2013-01-17,JPM,"JACKSON, LABAN",Director,Common Stock,A,2196.0,26.18
2013-01-17,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Stock Appreciation Rights,A,156904.0,0.0
2013-01-17,JPM,"JACKSON, LABAN",Director,Common Stock,D,1475.0,46.58
2013-01-17,JPM,"JACKSON, LABAN",Director,Stock Option (Right to Buy),D,2196.0,0.0
2013-01-17,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,A,500000.0,38.975
2013-01-17,JPM,"JACKSON, LABAN",Director,Common Stock,A,3649.635,46.58
2013-01-17,JPM,"ZAMES, MATTHEW E",Co-Chief Operating Officer,Stock Appreciation Rights,A,104603.0,0.0
2013-01-17,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,3649.635,46.58
2013-01-17,JPM,"RAYMOND, LEE R",Director,Common Stock,A,3649.635,46.58
2013-01-17,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,3649.635,46.58
2013-01-17,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Restricted Stock Units,A,170675.0,0.0
2013-01-17,JPM,"FUTTER, ELLEN V",Director,Common Stock,A,3649.635,46.58
2013-01-17,JPM,"CROWN, JAMES S",Director,Common Stock,A,3649.635,46.58
2013-01-17,JPM,"CUTLER, STEPHEN M",General Counsel,Stock Appreciation Rights,A,104603.0,0.0
2013-01-17,JPM,"CUTLER, STEPHEN M",General Counsel,Restricted Stock Units,A,106269.0,0.0
2013-01-17,JPM,"BOWLES, CRANDALL CLOSE",Director,Common Stock,A,3649.635,46.58
2013-01-13,JPM,"O'DONOVAN, MARK",Corporate Controller,Common Stock,D,2333.0,45.81
2013-01-13,JPM,"SMITH, GORDON",Executive Vice President,Common Stock,D,39387.0,45.81
2013-01-13,JPM,"SMITH, GORDON",Executive Vice President,Restricted Stock Units,D,34536.0,0.0
2013-01-13,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,A,57560.0,0.0
2013-01-13,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,A,77904.0,0.0
2013-01-13,JPM,"LAKE, MARIANNE",Chief Financial Officer,Restricted Stock Units,D,7062.0,0.0
2013-01-13,JPM,"LAKE, MARIANNE",Chief Financial Officer,Common Stock,D,6329.0,45.81
2013-01-13,JPM,"LAKE, MARIANNE",Chief Financial Officer,Common Stock,A,7062.0,0.0
2013-01-13,JPM,"PETNO, DOUGLAS B",Managing Director,Common Stock,A,41151.0,0.0
2013-01-13,JPM,"CUTLER, STEPHEN M",General Counsel,Common Stock,A,40514.0,0.0
2013-01-13,JPM,"CUTLER, STEPHEN M",General Counsel,Common Stock,D,47481.0,45.81
2013-01-13,JPM,"CUTLER, STEPHEN M",General Counsel,Restricted Stock Units,D,57582.0,0.0
2013-01-13,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,125707.0,0.0
2013-01-13,JPM,"LAKE, MARIANNE",Chief Financial Officer,Common Stock,A,8129.0,0.0
2013-01-13,JPM,"ZAMES, MATTHEW E",Co-Chief Operating Officer,Restricted Stock Units,D,109236.0,0.0
2013-01-13,JPM,"ZAMES, MATTHEW E",Co-Chief Operating Officer,Restricted Stock Units,D,134044.0,0.0
2013-01-13,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,97852.0,0.0
2013-01-13,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,121648.0,45.81
2013-01-13,JPM,"DIMON, JAMES","Director, Chairman & CEO",Restricted Stock Units,D,125707.0,0.0
2013-01-13,JPM,"DIMON, JAMES","Director, Chairman & CEO",Right to Receive Stock,D,97852.0,0.0
2013-01-13,JPM,"ZAMES, MATTHEW E",Co-Chief Operating Officer,Common Stock,D,123033.0,45.81
2013-01-13,JPM,"ZAMES, MATTHEW E",Co-Chief Operating Officer,Common Stock,A,109236.0,0.0
2013-01-13,JPM,"ZAMES, MATTHEW E",Co-Chief Operating Officer,Common Stock,A,134044.0,0.0
2013-01-13,JPM,"PINTO, DANIEL E",Managing Director,Restricted Stock Units,D,133934.0,0.0
2013-01-13,JPM,"PINTO, DANIEL E",Managing Director,Common Stock,D,69646.0,45.81
2013-01-13,JPM,"PINTO, DANIEL E",Managing Director,Common Stock,A,133934.0,0.0
2013-01-13,JPM,"O'DONOVAN, MARK",Corporate Controller,Restricted Stock Units,D,3063.0,0.0
2013-01-13,JPM,"O'DONOVAN, MARK",Corporate Controller,Restricted Stock Units,D,2938.0,0.0
2013-01-13,JPM,"O'DONOVAN, MARK",Corporate Controller,Common Stock,A,2938.0,0.0
2013-01-13,JPM,"O'DONOVAN, MARK",Corporate Controller,Common Stock,A,3063.0,0.0
2013-01-13,JPM,"SMITH, GORDON",Executive Vice President,Restricted Stock Units,D,47420.0,0.0
2013-01-13,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Restricted Stock Units,D,42001.0,0.0
2013-01-13,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Restricted Stock Units,D,43061.0,0.0
2013-01-13,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,D,40759.0,45.81
2013-01-13,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,A,42001.0,0.0
2013-01-13,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,A,43061.0,0.0
2013-01-13,JPM,"PETNO, DOUGLAS B",Managing Director,Restricted Stock Units,D,36615.0,0.0
2013-01-13,JPM,"PETNO, DOUGLAS B",Managing Director,Restricted Stock Units,D,41151.0,0.0
2013-01-13,JPM,"PETNO, DOUGLAS B",Managing Director,Common Stock,D,36997.0,45.81
2013-01-13,JPM,"PETNO, DOUGLAS B",Managing Director,Common Stock,A,36615.0,0.0
2013-01-13,JPM,"LAKE, MARIANNE",Chief Financial Officer,Restricted Stock Units,D,8129.0,0.0
2013-01-13,JPM,"SMITH, GORDON",Executive Vice President,Common Stock,A,34536.0,0.0
2013-01-13,JPM,"SMITH, GORDON",Executive Vice President,Common Stock,A,47420.0,0.0
2013-01-13,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,D,72510.0,45.81
2013-01-13,JPM,"ERDOES, MARY E.",Managing Director,Restricted Stock Units,D,77904.0,0.0
2013-01-13,JPM,"ERDOES, MARY E.",Managing Director,Right to Receive Stock,D,57560.0,0.0
2013-01-13,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,A,21415.0,0.0
2013-01-13,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,A,19758.0,0.0
2013-01-13,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,D,23662.0,45.81
2013-01-13,JPM,"DONNELLY, JOHN L",Director Human Resources,Restricted Stock Units,D,21415.0,0.0
2013-01-13,JPM,"DONNELLY, JOHN L",Director Human Resources,Restricted Stock Units,D,19758.0,0.0
2013-01-13,JPM,"CUTLER, STEPHEN M",General Counsel,Common Stock,A,57582.0,0.0
2013-01-13,JPM,"CUTLER, STEPHEN M",General Counsel,Restricted Stock Units,D,40514.0,0.0
2013-01-13,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Common Stock,A,57582.0,0.0
2013-01-13,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Common Stock,A,40292.0,0.0
2013-01-13,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Common Stock,D,47367.0,45.81
2013-01-13,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Restricted Stock Units,D,40292.0,0.0
2013-01-13,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Restricted Stock Units,D,57582.0,0.0
2013-01-13,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,A,57582.0,0.0
2013-01-13,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,A,40292.0,0.0
2013-01-13,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,47642.0,45.81
2013-01-13,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Restricted Stock Units,D,57582.0,0.0
2013-01-13,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Right to Receive Stock,D,40292.0,0.0
2012-12-31,JPM,"BOWLES, CRANDALL CLOSE",Director,Common Stock,A,568.5695,43.97
2012-12-31,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,426.4271,43.97
2012-12-31,JPM,"CROWN, JAMES S",Director,Common Stock,A,682.2834,43.97
2012-12-31,JPM,"COTE, DAVID M",Director,Common Stock,A,426.4271,43.97
2012-12-31,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,A,69.0,3.35
2012-12-31,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,511.7125,43.97
2012-12-31,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,426.4271,43.97
2012-12-31,JPM,"RAYMOND, LEE R",Director,Common Stock,A,511.7125,43.97
2012-12-31,JPM,"JACKSON, LABAN",Director,Common Stock,A,739.1403,43.97
2012-12-26,JPM,"BRAUNSTEIN, DOUGLAS L",Chief Financial Officer,Common Stock,A,109000.0,0.0
2012-12-26,JPM,"BRAUNSTEIN, DOUGLAS L",Chief Financial Officer,Common Stock,D,109000.0,0.0
2012-12-21,JPM,"BRAUNSTEIN, DOUGLAS L",Chief Financial Officer,Common Stock,A,24000.0,0.0
2012-12-21,JPM,"BRAUNSTEIN, DOUGLAS L",Chief Financial Officer,Common Stock,D,24000.0,0.0
2012-12-17,JPM,"BRAUNSTEIN, DOUGLAS L",Chief Financial Officer,Common Stock,A,24000.0,0.0
2012-12-17,JPM,"BRAUNSTEIN, DOUGLAS L",Chief Financial Officer,Common Stock,D,24000.0,0.0
2012-12-07,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Class A Common Stock,D,624.0,10.52
2012-11-14,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,249.0,0.0
2012-11-14,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Common Stock,D,497.0,0.0
2012-11-09,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,1163.0,0.0
2012-11-08,JPM,"JACKSON, LABAN",Director,Common Stock,D,4533.0,40.95
2012-11-08,JPM,"JACKSON, LABAN",Director,Stock Option (Right to Buy),D,6589.0,0.0
2012-11-08,JPM,"JACKSON, LABAN",Director,Common Stock,A,6589.0,23.91
2012-10-22,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,D,594.0,0.0
2012-10-19,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,D,602.0,0.0
2012-10-19,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,D,40000.0,42.4637
2012-10-19,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,A,708.0,0.0
2012-10-19,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,708.0,0.0
2012-10-17,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,D,25000.0,43.2855
2012-10-15,JPM,"SMITH, GORDON",Executive Vice President,Common Stock,D,56608.0,42.07
2012-10-15,JPM,"SMITH, GORDON",Executive Vice President,Stock Appreciation Rights,D,80000.0,0.0
2012-10-15,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Common Stock,D,40000.0,41.9987
2012-10-15,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,20000.0,42.2471
2012-10-15,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,56964.0,42.07
2012-10-15,JPM,"SMITH, GORDON",Executive Vice President,Common Stock,A,80000.0,19.49
2012-10-15,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,A,80000.0,19.49
2012-10-15,JPM,"SMITH, GORDON",Executive Vice President,Common Stock,D,28334.0,42.3261
2012-10-15,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Stock Appreciation Rights,D,80000.0,0.0
