timestamp,open,high,low,close,adjusted close,volume,dividend amount
2026-02-04,304.46,319.305,301.37,317.27,317.27,30710177,0.0
2026-01-30,322.5,337.25,296.51,305.89,305.89,243045595,1.5
2025-12-31,312.95,330.86,298.46,322.22,320.782,210877485,0.0
2025-11-28,311.0,322.25,292.8101,313.08,311.6828,150186352,0.0
2025-10-31,313.97,314.59,290.5448,311.12,309.7315,189429731,1.5
2025-09-30,300.26,318.01,291.44,315.43,312.5062,182419139,0.0
2025-08-29,290.4,302.95,284.2376,301.42,298.626,148830272,0.0
2025-07-31,290.89,301.2931,280.31,296.24,293.494,198596608,1.4
2025-06-30,263.02,292.65,260.31,289.91,285.8706,174367151,0.0
2025-05-30,242.84,269.52,242.17,264.0,260.3216,165123789,0.0
2025-04-30,242.62,247.245,202.16,244.62,241.2117,287377800,1.4
2025-03-31,264.0,266.32,224.23,245.3,240.2824,265031219,0.0
2025-02-28,261.83,280.25,253.35,264.65,259.2366,156634557,0.0
2025-01-31,240.92,270.82,238.74,267.3,261.8324,209829166,1.25
2024-12-31,249.55,250.25,229.53,239.71,233.5944,181267096,0.0
2024-11-29,223.56,254.31,219.17,249.72,243.349,188852210,0.0
2024-10-31,208.9,226.75,204.34,221.92,216.2583,178339133,1.25
2024-09-30,222.3,224.1,200.61,210.86,204.2716,206449584,0.0
2024-08-30,213.2,225.48,190.9,224.8,217.776,172436651,0.0
2024-07-31,202.84,217.56,202.1,212.8,206.151,197456051,1.15
2024-06-28,202.31,202.6,190.88,202.26,194.8461,174902140,0.0
2024-05-31,192.27,205.88,188.46,202.63,195.2026,195902413,0.0
2024-04-30,199.99,200.94,179.2,191.74,184.7117,222243015,1.15
2024-03-28,185.7,200.72,184.27,200.3,191.8304,165873396,0.0
2024-02-29,173.64,186.43,171.43,186.06,178.1926,154735805,0.0
2024-01-31,169.09,178.3,164.3,174.36,166.9873,231282257,1.05
2023-12-29,155.82,170.69,155.82,170.1,161.9156,182856749,0.0
2023-11-30,139.25,156.13,138.47,156.08,148.5702,162197963,0.0
2023-10-31,144.83,153.11,135.19,139.06,132.3691,244073286,1.05
2023-09-29,146.09,150.25,142.65,145.02,137.0354,172247400,0.0
2023-08-31,157.43,158.0,145.46,146.33,138.2733,169318304,0.0
2023-07-31,146.19,159.38,141.4401,157.96,149.2629,231274765,1.0
2023-06-30,136.52,146.0,135.445,145.44,136.4886,206576256,0.0
2023-05-31,142.26,143.37,131.81,135.71,127.3575,234843075,0.0
2023-04-28,129.91,141.78,126.22,138.24,129.7318,242598953,1.0
2023-03-31,142.1,144.04,123.11,130.31,121.339,458502954,0.0
2023-02-28,138.21,144.34,137.435,143.35,133.4813,169565594,0.0
2023-01-31,135.24,143.49,133.55,139.96,130.3246,209965176,1.0
2022-12-30,138.18,138.66,128.41,134.1,123.9523,202051672,0.0
2022-11-30,126.87,138.18,125.91,138.18,127.7235,226634577,0.0
2022-10-31,105.62,127.43,101.28,125.88,116.3543,318234727,1.0
2022-09-30,113.29,121.55,104.398,104.5,95.725,248385561,0.0
2022-08-31,114.5,124.2389,111.0214,113.73,104.18,258105181,0.0
2022-07-29,112.65,116.5,106.06,115.36,105.6731,239566728,1.0
2022-06-30,132.87,132.87,110.93,112.61,102.2461,268244292,0.0
2022-05-31,119.88,133.15,115.02,132.23,120.0605,313563637,0.0
2022-04-29,137.4,137.41,118.9,119.36,108.3749,301715359,1.0
2022-03-31,140.04,143.93,127.27,136.32,122.8527,389411084,0.0
2022-02-28,148.69,159.03,139.78,141.8,127.7913,288616170,0.0
2022-01-31,159.86,169.81,139.57,148.6,133.9195,372752625,1.0
2021-12-31,161.0,163.39,151.84,158.35,141.8403,251947349,0.0
2021-11-30,172.04,172.33,158.29,158.83,142.2702,202826185,0.0
2021-10-29,164.0,172.96,160.06,169.89,152.1771,231684867,1.0
2021-09-30,160.22,169.3,150.49,163.69,145.7593,234833375,0.0
2021-08-31,152.03,163.83,149.52,159.95,142.429,208067538,0.0
2021-07-30,156.26,159.1612,145.71,151.78,135.1539,280564062,0.9
2021-06-30,165.87,167.44,147.56,155.54,137.7077,356175526,0.0
2021-05-28,154.85,165.7,152.14,164.24,145.4103,248963573,0.0
2021-04-30,151.9,157.25,146.685,153.81,136.1761,288695123,0.9
2021-03-31,149.52,161.69,147.97,152.23,133.9922,399419120,0.0
2021-02-26,129.4,154.9,128.475,147.17,129.5384,228013577,0.0
2021-01-29,127.5,142.75,123.77,128.67,113.2548,318531351,0.9
2020-12-31,120.34,127.33,118.105,127.07,111.051,273731938,0.0
2020-11-30,99.39,123.5,97.86,117.88,103.0196,333356715,0.0
2020-10-30,97.12,104.45,95.09,98.04,85.6807,325384466,0.9
2020-09-30,99.55,105.21,91.38,96.27,83.3762,390727873,0.0
2020-08-31,97.02,106.43,95.03,100.19,86.7711,319711942,0.0
2020-07-31,94.89,101.29,90.78,96.64,83.6966,432245245,0.9
2020-06-30,97.75,115.77,92.0,94.06,80.6785,535283093,0.0
2020-05-29,93.5,102.95,82.4,97.31,83.4662,497896125,0.0
2020-04-30,85.1,104.39,82.77,95.76,82.1367,531069912,0.9
2020-03-31,116.63,122.95,76.91,90.03,76.4037,733124797,0.0
2020-02-28,132.66,139.29,112.66,116.11,98.5365,240662052,0.0
2020-01-31,139.79,141.1,129.71,132.36,112.327,247371187,0.9
2019-12-31,132.31,140.08,128.59,139.4,117.5368,212561704,0.0
2019-11-29,126.2,132.43,126.02,131.76,111.095,191121333,0.0
2019-10-31,118.4,127.42,110.52,124.92,105.3278,262746367,0.9
2019-09-30,108.98,120.4,107.32,117.69,98.442,229931101,0.0
2019-08-30,115.33,116.8,104.34,109.86,91.8926,259388278,0.0
2019-07-31,113.23,117.24,112.15,116.0,97.0284,232058280,0.8
2019-06-28,105.8,112.43,105.3,111.8,92.8569,248214909,0.0
2019-05-31,115.72,117.0,104.84,105.96,88.0064,230713192,0.0
2019-04-30,102.15,117.16,102.12,116.05,96.3868,252516936,0.8
2019-03-29,105.1,108.4,98.09,101.23,83.4454,306599704,0.0
2019-02-28,104.0,107.27,100.06,104.36,86.0256,224934830,0.0
2019-01-31,95.95,105.24,95.94,103.5,85.3166,325933984,0.8
2018-12-31,112.38,112.89,91.11,97.62,79.8122,425215738,0.0
2018-11-30,109.62,112.93,105.98,111.19,90.9067,283227819,0.0
2018-10-31,113.37,116.81,102.73,109.02,89.1326,433042829,0.8
2018-09-28,114.34,119.24,112.52,112.84,91.6199,232548930,0.0
2018-08-31,115.75,118.29,112.97,114.58,93.0327,234433424,0.0
2018-07-31,103.72,117.61,102.2,114.95,93.3331,298281434,0.56
2018-06-29,108.34,111.91,103.11,104.2,84.1503,308225670,0.0
2018-05-31,108.45,114.73,104.96,107.01,86.4196,273649343,0.0
2018-04-30,109.96,115.15,106.08,108.78,87.8491,340150520,0.56
2018-03-29,115.48,118.75,106.65,109.97,88.3678,316114990,0.0
2018-02-28,115.77,119.33,103.98,115.5,92.8115,348734335,0.0
2018-01-31,107.63,117.35,106.81,115.67,92.9481,293836674,0.56
2017-12-29,104.9,108.46,102.2,106.94,85.4939,276400891,0.0
2017-11-30,101.1,106.66,95.95,104.52,83.5592,240421558,0.0
2017-10-31,95.77,102.4201,94.96,100.61,80.4333,252942789,0.56
2017-09-29,91.25,95.88,88.08,95.51,75.9182,246369957,0.0
2017-08-31,92.49,95.2193,90.16,90.89,72.2459,247812342,0.0
2017-07-31,91.56,94.51,90.32,91.8,72.9693,267414146,0.5
2017-06-30,82.46,92.65,81.65,91.4,72.2618,330386146,0.0
2017-05-31,87.36,88.09,81.635,82.15,64.9486,280277698,0.0
2017-04-28,87.99,89.13,84.36,87.0,68.7831,320838104,0.5
2017-03-31,92.79,93.98,85.23,87.84,69.0517,371683551,0.0
2017-02-28,85.54,91.34,84.16,90.62,71.2371,271399837,0.0
2017-01-31,87.34,88.17,83.03,84.63,66.5283,343092750,0.48
2016-12-30,80.65,87.39,80.65,86.29,67.4607,343079104,0.0
2016-11-30,69.48,80.53,67.64,80.17,62.6761,458563987,0.0
2016-10-31,66.35,69.77,66.1,69.26,54.1468,304104835,0.48
2016-09-30,67.64,67.9,65.11,66.59,51.6869,316595543,0.0
2016-08-31,64.15,67.77,63.38,67.5,52.3932,250230505,0.0
2016-07-29,61.52,64.98,58.76,63.97,49.6533,283935736,0.48
2016-06-30,64.76,65.92,57.05,62.14,47.8578,395361813,0.0
2016-05-31,63.69,66.2,60.59,65.27,50.2685,283951915,0.0
2016-04-29,59.02,64.66,57.065,63.2,48.6742,344712724,0.44
2016-03-31,56.76,60.97,56.67,59.22,45.2725,356781931,0.0
2016-02-29,59.16,59.65,52.5,56.3,43.0402,477854943,0.0
2016-01-29,63.95,64.13,54.66,59.5,45.4865,469707929,0.44
2015-12-31,67.34,68.0,63.5102,66.03,50.1319,316497652,0.0
2015-11-30,64.45,69.03,64.39,66.68,50.6254,247999672,0.0
2015-10-30,61.12,65.83,58.53,64.25,48.7805,332522900,0.44
2015-09-30,62.75,64.64,58.73,60.97,45.9576,353281723,0.0
2015-08-31,68.59,69.42,50.07,64.1,48.317,373049156,0.0
2015-07-31,68.12,70.61,65.205,68.53,51.6562,325398488,0.44
2015-06-30,65.99,69.82,65.58,67.76,50.7477,337217192,0.0
2015-05-29,63.7,67.1899,63.25,65.78,49.2649,267750926,0.0
2015-04-30,60.41,64.48,59.65,63.26,47.3775,324991804,0.4
2015-03-31,61.24,62.87,58.87,60.58,45.0697,332482016,0.0
2015-02-27,54.53,61.92,54.27,61.28,45.5905,318999226,0.0
2015-01-30,62.62,62.96,54.37,54.38,40.4571,467828967,0.4
2014-12-31,59.98,63.49,58.11,62.58,46.2615,347635705,0.0
2014-11-28,60.79,61.93,59.42,60.16,44.4726,211504985,0.0
2014-10-31,60.24,60.8,54.26,60.48,44.7091,415457461,0.4
2014-09-30,59.46,61.85,58.78,60.24,44.231,264080857,0.0
2014-08-29,57.39,59.95,55.6,59.45,43.651,241549600,0.0
2014-07-31,57.15,59.35,54.96,57.67,42.344,317245600,0.4
2014-06-30,55.65,58.22,55.02,57.62,42.0154,263682000,0.0
2014-05-30,55.92,56.37,52.97,55.57,40.5205,315091600,0.0
2014-04-30,60.95,61.29,54.35,55.98,40.8195,408990800,0.38
2014-03-31,56.3,61.48,55.69,60.71,43.9921,425852600,0.0
2014-02-28,55.5,58.65,54.2,56.82,41.1733,345203100,0.0
2014-01-31,58.31,59.82,54.692,55.36,40.1154,425415900,0.38
2013-12-31,57.1,58.55,55.4,58.48,42.1014,330218200,0.0
2013-11-29,51.45,58.14,51.3,57.22,41.1942,365912800,0.0
2013-10-31,51.64,54.85,50.25,51.54,37.1051,482265300,0.38
2013-09-30,51.25,53.93,50.06,51.69,36.9435,434870300,0.0
2013-08-30,56.36,56.78,50.13,50.53,36.1145,343831300,0.0
2013-07-31,53.22,56.93,52.12,55.73,39.831,414604000,0.38
2013-06-28,54.6,55.39,50.11,52.79,37.4601,440217000,0.0
2013-05-31,48.76,55.9,46.98,54.59,38.7374,549824600,0.0
2013-04-30,47.55,49.63,46.05,49.01,34.7778,489433900,0.3
2013-03-28,48.59,51.0,47.28,47.46,33.4636,465174328,0.0
2013-02-28,47.4,49.68,46.85,48.92,34.4931,450398100,0.0
2013-01-31,44.98,47.35,44.2,47.05,33.1746,522625800,0.3
2012-12-31,41.27,44.54,40.2,43.9691,30.7954,461095700,0.0
2012-11-30,41.7,43.07,38.83,41.08,28.7719,467570200,0.0
2012-10-31,40.88,43.54,40.42,41.68,29.1921,517965600,0.3
2012-09-28,36.98,42.09,36.78,40.48,28.145,485796100,0.0
2012-08-31,36.19,38.86,34.76,37.14,25.8228,468135900,0.0
2012-07-31,36.27,37.2,33.1,36.0,25.0301,814935400,0.3
2012-06-29,32.41,37.03,30.83,35.73,24.6364,1033963700,0.0
2012-05-31,43.0,44.24,32.26,33.15,22.8575,1294302900,0.0
2012-04-30,45.75,46.35,41.8,42.98,29.6354,617224800,0.3
2012-03-30,39.51,46.49,39.12,45.98,31.4959,820652500,0.0
2012-02-29,37.89,39.935,37.05,39.24,26.8791,565332000,0.0
2012-01-31,34.06,38.1,34.01,37.3,25.5502,722165800,0.25
2011-12-30,30.86,34.19,30.03,33.25,22.6142,818108000,0.0
2011-11-30,32.47,35.18,28.28,30.97,21.0635,836433900,0.0
2011-10-31,30.03,37.54,27.85,34.76,23.6412,1065099100,0.25
2011-09-30,37.62,37.82,28.53,30.12,20.3176,1031994300,0.0
2011-08-31,41.16,41.37,32.31,37.56,25.3363,1190346900,0.0
2011-07-29,40.81,42.55,38.93,40.45,27.2857,666695700,0.25
2011-06-30,42.87,42.99,39.24,40.94,27.4512,807200100,0.0
2011-05-31,45.94,46.07,41.69,43.24,28.9934,586460300,0.0
2011-04-29,46.55,47.8,43.53,45.63,30.596,577996200,0.25
2011-03-31,46.47,47.1,43.4,46.1,30.7452,684643600,0.0
2011-02-28,45.2,48.36,44.3,46.69,31.1387,597586300,0.0
2011-01-31,43.0,45.94,42.645,44.94,29.9716,827482200,0.05
2010-12-31,37.95,43.1201,37.65,42.42,28.259,665999200,0.0
2010-11-30,37.61,41.34,36.83,37.4,24.9148,760406300,0.0
2010-10-29,38.34,40.72,36.21,37.63,25.068,949249000,0.05
2010-09-30,36.74,41.5,36.66,38.06,25.3219,717143800,0.0
2010-08-31,40.98,41.7,35.55,36.36,24.1909,723429400,0.0
2010-07-30,36.54,41.24,35.16,40.28,26.7989,832405700,0.05
2010-06-30,39.32,39.96,36.51,36.61,24.3235,975653600,0.0
