01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
JPM,314.4050,319.3050,314.4050,317.2700,9848802,2026-02-04,314.8500,2.4200,0.7686%
