timestamp,open,high,low,close,adjusted close,volume,dividend amount
2026-02-04,326.11,338.9,295.3,308.05,308.05,97097926,0.0
2026-01-30,319.8,339.99,317.6,331.3,331.3,120403197,0.0
2026-01-23,344.1,345.4,314.11,320.05,320.05,118429806,0.0
2026-01-16,340.95,359.49,334.42,351.71,351.71,122862330,0.0
2026-01-09,354.74,355.03,330.5,344.97,344.97,125388517,0.0
2026-01-02,348.72,360.66,344.69,347.62,347.62,79325148,0.0
2025-12-26,346.03,353.25,337.22,352.13,352.13,83424691,0.65
2025-12-19,361.89,362.0,321.42,340.36,339.7133,410853972,0.0
2025-12-12,402.48,414.61,355.15,359.93,359.2461,226145439,0.0
2025-12-05,394.85,395.42,370.65,390.24,389.4985,107421073,0.0
2025-11-28,347.73,403.0,347.66,402.96,402.1944,122828512,0.0
2025-11-21,339.815,376.08,331.8,340.2,339.5536,117525543,0.0
2025-11-14,357.9,361.885,329.06,342.46,341.8093,86163685,0.0
2025-11-07,372.0,374.85,337.27,349.43,348.7661,100084972,0.0
2025-10-31,361.54,386.48,355.08,369.63,368.9277,111990737,0.0
2025-10-24,353.8,358.3,335.51,354.13,353.4571,80004533,0.0
2025-10-17,352.77,363.24,339.6532,349.33,348.6663,133235956,0.0
2025-10-10,335.92,350.6,324.05,324.63,324.0132,104615533,0.0
2025-10-03,336.0,347.61,324.5,338.37,337.7271,97234837,0.0
2025-09-26,342.425,346.67,327.3,334.53,333.8944,107424297,0.59
2025-09-19,359.87,365.69,336.43,344.94,343.6861,154199788,0.0
2025-09-12,342.75,374.23,335.83,359.87,358.5618,182975522,0.0
2025-09-05,289.34,356.34,287.17,334.89,333.6726,147745164,0.0
2025-08-29,292.81,311.0,291.71,297.39,296.3089,95161894,0.0
2025-08-22,302.7,306.17,281.87,294.0,292.9313,89722399,0.0
2025-08-15,305.05,317.35,299.76,306.34,305.2264,85916129,0.0
2025-08-08,292.2,310.34,291.4,304.97,303.8614,81812388,0.0
2025-08-01,292.46,306.949,281.61,288.64,287.5907,96549690,0.0
2025-07-25,283.955,292.5943,273.0,290.18,289.1251,83737898,0.0
2025-07-18,274.13,288.28,269.58,283.34,282.31,77127118,0.0
2025-07-11,275.13,281.18,271.1545,274.38,273.3826,83929299,0.0
2025-07-03,274.73,277.705,262.6555,275.18,274.1797,81730803,0.0
2025-06-27,249.105,271.85,246.46,269.35,268.3709,122453221,0.0
2025-06-20,250.35,255.64,244.17,249.99,249.0812,114947716,0.59
2025-06-13,245.045,257.89,241.11,248.7,247.2125,114863695,0.0
