01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
AMZN,238.8600,238.8600,231.8200,232.9900,51299947,2026-02-04,238.6200,-5.6300,-2.3594%
