01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
GOOGL,342.9600,343.3100,328.5200,333.0400,70618398,2026-02-04,339.7100,-6.6700,-1.9634%
