timestamp,open,high,low,close,volume
2026-02-04,714.6,721.3,667.46,668.99,44760243
2026-01-30,662.725,744.0,600.0,716.5,364372666
2025-12-31,639.55,711.0,637.55,660.09,334240120
2025-11-28,656.0,659.3299,581.25,647.95,416170005
2025-10-31,721.49,759.155,645.57,648.35,411788437
2025-09-30,726.04,790.8,721.7306,734.38,234378419
2025-08-29,760.73,796.25,731.0,738.7,224544605
2025-07-31,736.875,784.75,691.2001,773.44,273111822
2025-06-30,644.39,747.9,644.2616,738.09,254794159
2025-05-30,592.075,662.67,570.5,647.49,292501180
2025-04-30,570.84,592.66,479.8,549.0,451371773
2025-03-31,673.675,681.25,553.3,576.36,362861587
2025-02-28,675.91,740.91,641.86,668.2,298434126
2025-01-31,589.72,710.79,587.82,689.18,317942164
2024-12-31,577.5,638.4,575.57,585.51,263232496
2024-11-29,567.605,599.66,549.05,574.32,237811395
2024-10-31,577.98,602.95,561.52,567.58,265908326
2024-09-30,519.64,577.4,495.6,572.44,246373276
2024-08-30,521.0,544.23,450.8,521.31,323379343
2024-07-31,504.95,542.81,442.65,474.83,324021236
2024-06-28,470.86,522.8799,468.24,504.22,226951165
2024-05-31,428.6,482.4999,427.11,466.83,282486703
2024-04-30,487.2,531.4899,414.5,430.17,436147995
2024-03-28,492.11,523.57,476.0,485.58,278473986
2024-02-29,393.94,494.3599,393.05,490.13,466261632
2024-01-31,351.32,406.36,340.01,390.14,347229642
2023-12-29,325.48,361.9,313.66,353.96,334028198
2023-11-30,301.85,342.92,301.85,327.15,329354280
2023-10-31,302.74,330.54,279.403,301.27,511372074
2023-09-29,299.37,312.87,286.79,300.21,406801410
2023-08-31,317.535,324.14,274.38,295.89,424632813
2023-07-31,286.7,326.2,284.8499,318.6,625339455
2023-06-30,265.9,289.79,258.88,286.98,481179600
2023-05-31,238.615,268.65,229.85,264.72,487059059
2023-04-28,208.84,241.685,207.13,240.32,439810216
2023-03-31,174.59,212.17,171.43,211.94,690450690
2023-02-28,148.03,197.16,147.06,174.94,772199855
2023-01-31,122.82,153.19,122.28,148.97,548770812
2022-12-30,119.198,124.67,112.46,120.34,653019661
2022-11-30,94.33,118.74,88.09,118.1,1063814422
2022-10-31,137.14,142.3901,92.6,93.16,1114165581
2022-09-30,163.58,171.39,134.1201,135.68,634744508
2022-08-31,157.25,183.1,155.2301,162.93,551637733
2022-07-29,160.31,183.85,154.85,159.1,586548218
2022-06-30,196.51,202.03,154.25,161.25,686376324
2022-05-31,201.165,224.3,176.11,193.64,680370106
2022-04-29,224.55,236.86,169.0,200.47,671047219
2022-03-31,209.87,231.151,185.82,222.36,730939429
2022-02-28,314.555,328.0,190.22,211.03,1127891130
2022-01-31,338.295,343.0854,289.01,313.26,426742200
2021-12-31,330.29,352.71,299.5,336.35,437947523
2021-11-30,326.04,353.83,323.2,324.46,440274313
2021-10-29,341.61,345.02,308.11,323.57,588382461
2021-09-30,379.59,384.33,338.15,339.39,338133948
2021-08-31,358.1,382.759,347.7,379.38,226135690
2021-07-30,346.82,377.5499,334.5,356.3,334221334
