01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
NVDA,179.4600,179.5800,171.9100,174.1900,207014116,2026-02-04,180.3400,-6.1500,-3.4102%
