timestamp,open,high,low,close,volume
2026-02-04,187.2,190.3,171.91,174.19,574814600
2026-01-30,189.835,194.49,177.61,191.13,3281959806
2025-12-31,174.76,192.69,170.31,186.5,3614895788
2025-11-28,208.08,211.335,169.55,177.0,4155646938
2025-10-31,185.24,212.1899,176.76,202.49,4031017222
2025-09-30,170.0,187.35,164.07,186.58,3887536545
2025-08-29,174.09,184.48,168.801,174.18,3609134562
2025-07-31,156.29,183.3,151.49,177.87,3596804483
2025-06-30,135.49,158.71,135.4,157.99,3822309699
2025-05-30,113.08,143.49,110.822,135.13,4759246184
2025-04-30,108.515,115.1,86.62,108.92,6811006433
2025-03-31,123.51,123.7,103.65,108.38,6175538770
2025-02-28,114.75,143.44,113.01,124.92,4756110221
2025-01-31,136.0,153.13,116.25,120.07,5950612536
2024-12-31,138.83,146.54,126.86,134.29,4086168557
2024-11-29,134.7,152.89,131.8,138.25,4498075137
2024-10-31,121.765,144.42,115.14,132.76,5628704792
2024-09-30,116.01,127.665,100.95,121.44,6268619540
2024-08-30,117.53,131.26,90.69,119.37,8105367559
2024-07-31,123.47,136.15,102.54,117.02,6407092755
2024-06-28,1136.21,1255.87,117.01,123.54,5234031077
2024-05-31,850.77,1158.1915,812.5456,1096.33,964797076
2024-04-30,902.99,922.25,756.06,864.02,1004973847
2024-03-28,800.0,974.0,794.3503,903.56,1210961732
2024-02-29,621.0,823.94,616.5,791.12,1107789923
2024-01-31,492.44,634.93,473.2,615.27,969880029
2023-12-29,465.25,504.3299,450.1,495.22,739627720
2023-11-30,408.84,505.48,408.69,467.7,914975019
2023-10-31,440.3,476.09,392.3001,407.8,1014241343
2023-09-29,497.62,498.0,409.8,434.99,858010319
2023-08-31,464.595,502.66,403.11,493.55,1363638357
2023-07-31,425.17,480.88,413.46,467.29,870901174
2023-06-30,384.89,439.9,373.56,423.02,1052802408
2023-05-31,278.4,419.38,272.4,378.34,1169406527
2023-04-28,275.09,281.1,262.2,277.49,742662535
2023-03-31,231.92,278.3431,222.97,277.77,1126657651
2023-02-28,196.91,238.88,196.11,232.16,1039409020
2023-01-31,148.51,206.28,140.34,195.37,945495814
2022-12-30,169.99,187.9,138.84,146.14,894615121
2022-11-30,138.11,169.98,129.56,169.23,1060101416
2022-10-31,123.47,138.5,108.13,134.97,1255185787
2022-09-30,142.09,145.47,119.4601,121.39,1312616395
2022-08-31,181.82,192.74,149.5851,150.94,1206915173
2022-07-29,148.99,182.44,140.55,181.63,1056635538
2022-06-30,187.24,196.19,148.62,151.59,1055676405
2022-05-31,185.405,204.0,155.67,186.72,1383046898
2022-04-29,273.75,275.58,182.9,185.47,1109910745
2022-03-31,242.91,289.46,206.5,272.86,1163311421
2022-02-28,251.04,269.2499,208.9,243.85,1064192509
2022-01-31,298.15,307.11,208.88,244.86,1067591645
2021-12-31,332.1947,332.8934,271.45,294.11,1105975362
2021-11-30,256.49,346.47,252.27,326.76,1079213759
2021-10-29,207.5,257.09,195.55,255.67,497107602
2021-09-30,224.85,229.86,204.67,207.16,499956172
2021-08-31,197.0,230.43,187.62,223.85,641440828
2021-07-30,805.0,835.0,181.64,194.99,371371175
2021-06-30,650.8,806.5,636.13,800.1,256748671
2021-05-28,605.0,651.099,538.36,649.78,176367494
2021-04-30,542.89,648.566,540.45,600.38,167976641
2021-03-31,555.0,557.0,462.66,533.93,191236844
2021-02-26,522.1335,614.9,516.11,548.58,166258921
2021-01-29,524.17,559.9743,503.44,519.59,153776622
2020-12-31,539.69,549.25,510.527,522.2,128016408
2020-11-30,506.31,587.66,495.8,536.06,189808791
2020-10-30,550.32,573.9399,492.0,501.36,200593091
2020-09-30,539.2,589.0699,468.17,541.22,396511776
2020-08-31,429.3,543.0,428.61,534.98,241733886
2020-07-31,380.83,431.69,376.52,424.59,202608883
2020-06-30,353.33,385.7,346.32,379.91,243002408
2020-05-29,284.35,367.27,280.84,355.02,312360731
2020-04-30,255.65,304.2,238.39,292.28,282017179
2020-03-31,276.9,284.89,180.68,263.6,394309113
2020-02-28,235.7,316.32,235.45,270.07,296379863
2020-01-31,238.75,259.5,231.27,236.43,152923749
2019-12-31,216.46,241.81,200.37,235.3,164328924
2019-11-29,199.6,221.41,198.59,216.74,183460462
2019-10-31,175.0,208.9,170.13,201.02,194847227
2019-09-30,164.58,188.4,163.25,174.07,160186748
2019-08-30,169.14,173.45,147.39,167.51,238715294
2019-07-31,172.57,178.89,155.0,168.72,210468645
2019-06-28,135.91,165.37,132.6,164.23,205833345
2019-05-31,183.11,184.87,135.39,135.46,279518852
2019-04-30,183.26,193.47,173.3,181.0,236076606
2019-03-29,156.27,185.0,144.8,179.56,301712810
2019-02-28,144.5,165.28,142.58,154.26,286143490
2019-01-31,130.64,160.88,127.69,143.75,421791107
2018-12-31,172.6,174.68,124.46,133.5,311279473
2018-11-30,212.3,222.0,133.31,163.43,404058585
2018-10-31,284.16,292.76,176.01,210.83,324449489
2018-09-28,280.15,285.22,258.68,281.02,158504898
2018-08-31,246.13,281.72,238.72,280.68,272951421
2018-07-31,234.09,256.6,233.26,244.86,158081687
2018-06-29,254.0,269.2,235.01,236.9,219638498
2018-05-31,224.57,260.5,222.2,252.19,299456113
2018-04-30,228.74,239.25,210.3,224.9,278676971
2018-03-29,241.91,254.5,217.0,231.59,350302126
2018-02-28,238.52,251.97,204.0,242.0,358836498
2018-01-31,195.78,249.27,194.5,245.8,275174934
2017-12-29,199.31,200.3,180.58,193.5,249998757
2017-11-30,209.35,218.67,191.23,200.71,288285133
2017-10-31,180.8,207.89,177.0,206.81,282241671
2017-09-29,169.95,191.2,162.71,178.77,354779197
2017-08-31,162.125,174.56,152.91,169.44,356899929
2017-07-31,145.05,169.927,138.58,162.51,382121590
2017-06-30,144.99,168.5,142.11,144.56,578458277
2017-05-31,104.74,147.0,102.31,144.35,469403432
2017-04-28,108.95,109.65,95.49,104.3,238801668
2017-03-31,103.79,110.0,95.17,108.93,357243119
2017-02-28,110.58,120.92,95.7,101.48,355169590
2017-01-31,104.4,111.89,99.11,109.18,334936385
2016-12-30,92.1,119.93,84.77,106.74,452055630
2016-11-30,71.42,95.2499,66.575,92.2,319186695
2016-10-31,68.52,72.95,63.7,71.16,163789051
2016-09-30,61.39,69.19,57.315,68.52,216644185
2016-08-31,57.34,63.4964,55.5,61.34,232628024
2016-07-29,46.75,57.25,46.03,57.1,180251256
2016-06-30,46.5,48.54,44.57,47.01,204978756
2016-05-31,35.87,46.815,34.4,46.72,259213398
2016-04-29,35.41,37.46,34.63,35.53,168356804
2016-03-31,31.44,36.25,31.04,35.63,164224972
2016-02-29,29.26,32.1162,24.75,31.36,225001134
2016-01-29,32.29,33.44,26.45,29.29,203476313
2015-12-31,32.0,33.94,31.97,32.96,140690850
2015-11-30,28.46,31.94,27.63,31.72,183626266
2015-10-30,24.65,28.78,23.47,28.37,201349013
2015-09-30,21.83,24.68,21.4,24.64,161618932
2015-08-31,20.11,23.95,19.85,22.48,236729390
2015-07-31,20.61,20.9,19.09,19.95,137012807
2015-06-30,22.27,22.6001,19.97,20.11,183345778
2015-05-29,22.38,22.88,20.38,22.13,177033827
2015-04-30,21.01,22.83,20.65,22.195,123367642
2015-03-31,22.0,23.605,20.46,20.925,182761992
2015-02-27,19.32,22.5,18.94,22.06,104839455
2015-01-30,20.13,20.745,19.08,19.205,103475561
2014-12-31,20.88,21.25,19.1,20.05,106485166
2014-11-28,19.99,21.09,19.375,20.97,116079517
2014-10-31,18.48,19.55,16.77,19.54,165190718
2014-09-30,19.5,20.15,18.2236,18.45,137771496
2014-08-29,17.5,19.49,17.34,19.45,151996300
2014-07-31,18.52,19.6,17.415,17.5,156725900
2014-06-30,19.06,19.73,18.23,18.54,131928300
2014-05-30,18.75,19.13,17.71,19.0,140315000
2014-04-30,18.48,19.46,17.88,18.47,173425200
2014-03-31,17.97,18.97,17.56,17.91,180449700
2014-02-28,15.81,19.05,15.32,18.38,193064200
2014-01-31,15.92,16.44,15.33,15.7,135526300
2013-12-31,15.54,16.1,14.9,16.02,154199400
2013-11-29,15.27,16.315,14.52,15.6,165736900
2013-10-31,15.58,16.01,15.0,15.189,144315300
2013-09-30,14.79,16.1,14.67,15.56,120498300
2013-08-30,14.49,15.4,14.11,14.75,191658384
2013-07-31,14.14,14.78,13.96,14.435,130749800
2013-06-28,14.49,15.48,13.83,14.04,232392700
2013-05-31,13.77,14.98,13.52,14.47,207288500
2013-04-30,12.8,13.77,12.04,13.77,234651900
2013-03-28,12.57,13.0,12.32,12.83,165342700
2013-02-28,12.36,12.85,12.05,12.66,247542000
2013-01-31,12.56,13.19,11.91,12.26,229540300
2012-12-31,12.12,12.81,11.7,12.26,200933500
2012-11-30,12.04,13.08,11.15,11.97,249640300
2012-10-31,13.4,13.8,11.83,11.975,203394300
2012-09-28,13.8,14.09,12.95,13.34,218736200
2012-08-31,13.62,15.22,13.1,14.03,247928100
2012-07-31,13.89,13.9,12.16,13.54,212496800
2012-06-29,12.17,13.85,11.63,13.82,288234200
2012-05-31,12.93,13.68,11.825,12.43,284250300
2012-04-30,15.36,15.4899,12.75,13.0,238773100
2012-03-30,15.21,15.6,14.24,15.395,258131100
2012-02-29,14.94,16.9,14.73,15.15,326957400
2012-01-31,14.3,15.24,13.5,14.77,289916700
2011-12-30,15.5,16.05,13.11,13.86,243558500
2011-11-30,14.26,15.67,13.5,15.63,404150800
2011-10-31,12.35,15.89,11.47,14.8,371284100
2011-09-30,13.49,16.1,12.38,12.51,502118500
2011-08-31,14.15,15.38,11.65,13.31,564297600
2011-07-29,15.94,16.28,13.59,13.83,363791400
2011-06-30,19.95,19.98,14.86,15.935,398844600
2011-05-31,20.42,20.52,17.12,20.04,429062900
2011-04-29,18.7,20.44,16.83,20.0,383051800
2011-03-31,22.7,22.99,17.01,18.46,689939500
2011-02-28,24.13,26.17,21.78,22.66,600644100
2011-01-31,15.52,25.05,15.42,23.92,818422100
2010-12-31,13.88,15.42,13.86,15.4,280103400
2010-11-30,12.1,13.84,11.94,13.609,363482500
2010-10-29,11.85,12.24,10.38,12.0205,395079600
2010-09-30,9.47,12.36,9.34,11.682,438329100
2010-08-31,9.35,10.25,8.65,9.325,485321400
2010-07-30,10.24,11.48,8.92,9.19,480914200
2010-06-30,12.96,13.11,10.2087,10.21,342314800
2010-05-28,15.79,15.88,11.85,13.14,519318000
2010-04-30,17.48,18.13,15.7,15.71,427749500
2010-03-31,16.21,18.34,16.08,17.4,293695400
2010-02-26,15.45,17.9,15.32,16.2,321533100
2010-01-29,18.51,18.96,15.15,15.39,322462300
2009-12-31,13.13,18.95,13.06,18.68,409291700
2009-11-30,11.94,13.91,11.56,13.06,321455400
2009-10-30,14.98,14.98,11.9,11.96,387967700
2009-09-30,14.51,16.58,13.95,15.03,301908400
2009-08-31,13.24,15.03,12.72,14.52,330673100
2009-07-31,11.36,13.21,9.71,12.93,399868700
2009-06-30,10.55,12.2,10.085,11.29,366978000
2009-05-29,11.45,12.39,8.33,10.43,535113300
2009-04-30,9.74,12.08,9.37,11.48,440717600
