timestamp,open,high,low,close,adjusted close,volume,dividend amount
2026-02-04,187.2,190.3,171.91,174.19,174.19,574814600,0.0
2026-01-30,189.835,194.49,177.61,191.13,191.13,3281959806,0.0
2025-12-31,174.76,192.69,170.31,186.5,186.5,3614895788,0.01
2025-11-28,208.08,211.335,169.55,177.0,176.9903,4155646938,0.0
2025-10-31,185.24,212.1899,176.76,202.49,202.479,4031017222,0.0
2025-09-30,170.0,187.35,164.07,186.58,186.5698,3887536545,0.01
2025-08-29,174.09,184.48,168.801,174.18,174.1607,3609134562,0.0
2025-07-31,156.29,183.3,151.49,177.87,177.8503,3596804483,0.0
2025-06-30,135.49,158.71,135.4,157.99,157.9725,3822309699,0.01
2025-05-30,113.08,143.49,110.822,135.13,135.1055,4759246184,0.0
2025-04-30,108.515,115.1,86.62,108.92,108.9003,6811006433,0.0
2025-03-31,123.51,123.7,103.65,108.38,108.3604,6175538770,0.01
2025-02-28,114.75,143.44,113.01,124.92,124.8866,4756110221,0.0
2025-01-31,136.0,153.13,116.25,120.07,120.0379,5950612536,0.0
2024-12-31,138.83,146.54,126.86,134.29,134.2541,4086168557,0.01
2024-11-29,134.7,152.89,131.8,138.25,138.2035,4498075137,0.0
2024-10-31,121.765,144.42,115.14,132.76,132.7154,5628704792,0.0
2024-09-30,116.01,127.665,100.95,121.44,121.3992,6268619540,0.01
2024-08-30,117.53,131.26,90.69,119.37,119.3198,8105367559,0.0
2024-07-31,123.47,136.15,102.54,117.02,116.9708,6407092755,0.0
2024-06-28,1136.21,1255.87,117.01,123.54,123.4881,5234031077,0.01
2024-05-31,850.77,1158.1915,812.5456,1096.33,109.5779,964797076,0.0
2024-04-30,902.99,922.25,756.06,864.02,86.3586,1004973847,0.0
2024-03-28,800.0,974.0,794.3503,903.56,90.3106,1210961732,0.04
2024-02-29,621.0,823.94,616.5,791.12,79.0685,1107789923,0.0
2024-01-31,492.44,634.93,473.2,615.27,61.4932,969880029,0.0
2023-12-29,465.25,504.3299,450.1,495.22,49.4948,739627720,0.04
2023-11-30,408.84,505.48,408.69,467.7,46.7403,914975019,0.0
2023-10-31,440.3,476.09,392.3001,407.8,40.7541,1014241343,0.0
2023-09-29,497.62,498.0,409.8,434.99,43.4714,858010319,0.04
2023-08-31,464.595,502.66,403.11,493.55,49.3195,1363638357,0.0
2023-07-31,425.17,480.88,413.46,467.29,46.6954,870901174,0.0
2023-06-30,384.89,439.9,373.56,423.02,42.2715,1052802408,0.04
2023-05-31,278.4,419.38,272.4,378.34,37.8027,1169406527,0.0
2023-04-28,275.09,281.1,262.2,277.49,27.7261,742662535,0.0
2023-03-31,231.92,278.3431,222.97,277.77,27.754,1126657651,0.04
2023-02-28,196.91,238.88,196.11,232.16,23.1928,1039409020,0.0
2023-01-31,148.51,206.28,140.34,195.37,19.5175,945495814,0.0
2022-12-30,169.99,187.9,138.84,146.14,14.5994,894615121,0.0
2022-11-30,138.11,169.98,129.56,169.23,16.9061,1060101416,0.04
2022-10-31,123.47,138.5,108.13,134.97,13.4803,1255185787,0.0
2022-09-30,142.09,145.47,119.4601,121.39,12.124,1312616395,0.04
2022-08-31,181.82,192.74,149.5851,150.94,15.071,1206915173,0.0
2022-07-29,148.99,182.44,140.55,181.63,18.1353,1056635538,0.0
2022-06-30,187.24,196.19,148.62,151.59,15.1359,1055676405,0.04
2022-05-31,185.405,204.0,155.67,186.72,18.6395,1383046898,0.0
2022-04-29,273.75,275.58,182.9,185.47,18.5147,1109910745,0.0
2022-03-31,242.91,289.46,206.5,272.86,27.2385,1163311421,0.04
2022-02-28,251.04,269.2499,208.9,243.85,24.3386,1064192509,0.0
2022-01-31,298.15,307.11,208.88,244.86,24.4394,1067591645,0.0
2021-12-31,332.1947,332.8934,271.45,294.11,29.355,1105975362,0.04
2021-11-30,256.49,346.47,252.27,326.76,32.6096,1079213759,0.0
2021-10-29,207.5,257.09,195.55,255.67,25.5151,497107602,0.0
2021-09-30,224.85,229.86,204.67,207.16,20.6739,499956172,0.0
2021-08-31,197.0,230.43,187.62,223.85,22.3395,641440828,0.04
2021-07-30,805.0,835.0,181.64,194.99,19.4559,371371175,0.0
2021-06-30,650.8,806.5,636.13,800.1,19.9583,256748671,0.16
2021-05-28,605.0,651.099,538.36,649.78,16.2049,176367494,0.0
2021-04-30,542.89,648.566,540.45,600.38,14.9729,167976641,0.0
2021-03-31,555.0,557.0,462.66,533.93,13.3157,191236844,0.16
2021-02-26,522.1335,614.9,516.11,548.58,13.6767,166258921,0.0
2021-01-29,524.17,559.9743,503.44,519.59,12.9539,153776622,0.0
2020-12-31,539.69,549.25,510.527,522.2,13.019,128016408,0.16
2020-11-30,506.31,587.66,495.8,536.06,13.3605,189808791,0.0
2020-10-30,550.32,573.9399,492.0,501.36,12.4957,200593091,0.0
