Date,Stock Splits
2008-04-07 00:00:00-03:00,1.5
2013-03-26 00:00:00-03:00,1.1
2015-03-27 00:00:00-03:00,1.2
2016-04-18 00:00:00-03:00,1.1
2017-05-02 00:00:00-03:00,1.1
2018-04-02 00:00:00-03:00,1.1
2019-04-01 00:00:00-03:00,1.2
2020-04-14 00:00:00-03:00,1.1
2021-04-19 00:00:00-03:00,1.1
2022-04-19 00:00:00-03:00,1.1
