Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-02:00,3.5,3.5425000190734863,3.5,3.5,1.2874712944030762,585600,0.0,0.0
2000-01-04 00:00:00-02:00,3.4666659832000732,3.474165916442871,3.416666030883789,3.416666030883789,1.2568168640136719,782400,0.0,0.0
2000-01-05 00:00:00-02:00,3.375,3.416666030883789,3.375,3.416666030883789,1.2568168640136719,1876800,0.0,0.0
2000-01-06 00:00:00-02:00,3.416666030883789,3.5,3.416666030883789,3.416666030883789,1.2568168640136719,792000,0.0,0.0
2000-01-07 00:00:00-02:00,3.4583330154418945,3.5591659545898438,3.4583330154418945,3.541666030883789,1.3027982711791992,5347200,0.0,0.0
2000-01-10 00:00:00-02:00,3.75,3.8333330154418945,3.75,3.8333330154418945,1.4100874662399292,2980800,0.0,0.0
2000-01-11 00:00:00-02:00,3.8333330154418945,3.858333110809326,3.808332920074463,3.8416659832000732,1.413153052330017,326400,0.0,0.0
2000-01-12 00:00:00-02:00,3.8499999046325684,3.916666030883789,3.8416659832000732,3.8791658878326416,1.4269474744796753,5068800,0.0,0.0
2000-01-13 00:00:00-02:00,4.008333206176758,4.008333206176758,4.008333206176758,4.008333206176758,1.474461317062378,120000,0.0,0.0
2000-01-14 00:00:00-02:00,4.017499923706055,4.0833330154418945,4.017499923706055,4.0833330154418945,1.5020495653152466,3484800,0.0,0.0
2000-01-17 00:00:00-02:00,4.0833330154418945,4.166666030883789,4.0833330154418945,4.166666030883789,1.5327037572860718,230400,0.0,0.0
2000-01-18 00:00:00-02:00,4.125,4.125,4.025000095367432,4.041666030883789,1.4867228269577026,3724800,0.0,0.0
2000-01-19 00:00:00-02:00,4.041666030883789,4.050833225250244,4.0,4.025000095367432,1.480592131614685,1872000,0.0,0.0
2000-01-20 00:00:00-02:00,4.0,4.0,4.0,4.0,1.4713958501815796,748800,0.0,0.0
2000-01-21 00:00:00-02:00,4.0,4.0,3.916666030883789,3.916666030883789,1.4407413005828857,144000,0.0,0.0
2000-01-24 00:00:00-02:00,3.916666030883789,4.041666030883789,3.916666030883789,4.0,1.4713958501815796,705600,0.0,0.0
2000-01-25 00:00:00-02:00,4.0,4.0,4.0,4.0,1.4713958501815796,0,0.0,0.0
2000-01-26 00:00:00-02:00,3.9666659832000732,3.9666659832000732,3.9666659832000732,3.9666659832000732,1.4591339826583862,196800,0.0,0.0
2000-01-27 00:00:00-02:00,4.041666030883789,4.041666030883789,4.0,4.0,1.4713958501815796,686400,0.0,0.0
