Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2009-10-07 00:00:00-03:00,22.561248779296875,22.695655822753906,21.716402053833008,21.716402053833008,7.798714637756348,87207046,0.0,0.0
2009-10-08 00:00:00-03:00,21.79320526123047,22.234830856323242,21.12116813659668,21.745203018188477,7.809053421020508,30902039,0.0,0.0
2009-10-09 00:00:00-03:00,21.726001739501953,22.081222534179688,21.668399810791016,21.9564151763916,7.8849053382873535,6485370,0.0,0.0
2009-10-13 00:00:00-03:00,21.889211654663086,22.033218383789062,21.495588302612305,21.879610061645508,7.857325077056885,7335010,0.0,0.0
2009-10-14 00:00:00-03:00,21.975616455078125,22.07162094116211,21.658798217773438,21.73560333251953,7.805609703063965,7844461,0.0,0.0
2009-10-15 00:00:00-03:00,21.658798217773438,22.465242385864258,21.601194381713867,22.465242385864258,8.067631721496582,8688998,0.0,0.0
2009-10-16 00:00:00-03:00,22.282833099365234,22.753259658813477,22.21562957763672,22.522846221923828,8.088319778442383,9409062,0.0,0.0
2009-10-19 00:00:00-02:00,22.522846221923828,22.695655822753906,22.417240142822266,22.551647186279297,8.098661422729492,5344808,0.0,0.0
2009-10-20 00:00:00-02:00,21.89881134033203,22.177227020263672,21.601194381713867,21.879610061645508,7.857325077056885,5786554,0.0,0.0
2009-10-21 00:00:00-02:00,21.764404296875,22.446041107177734,21.764404296875,22.26363182067871,7.995230674743652,19334867,0.0,0.0
2009-10-22 00:00:00-02:00,22.023618698120117,22.12922477722168,21.67799949645996,21.9276123046875,7.874562740325928,8202983,0.0,0.0
2009-10-23 00:00:00-02:00,22.07162094116211,22.110023498535156,21.5723934173584,21.687599182128906,7.788368225097656,2907443,0.0,0.0
2009-10-26 00:00:00-02:00,21.937213897705078,22.04281997680664,21.70680046081543,21.96601676940918,7.888350963592529,4054775,0.0,0.0
2009-10-27 00:00:00-02:00,21.89881134033203,22.244430541992188,21.51479148864746,21.601194381713867,7.7573418617248535,2958273,0.0,0.0
2009-10-28 00:00:00-02:00,21.639596939086914,21.726001739501953,20.17071533203125,20.65074348449707,7.416016101837158,7306470,0.0,0.0
2009-10-29 00:00:00-02:00,20.938758850097656,21.025163650512695,20.295522689819336,20.516334533691406,7.367748737335205,6153096,0.0,0.0
