Date,Stock Splits
2004-10-20 00:00:00-03:00,0.001
2005-10-03 00:00:00-03:00,10.0
2007-10-01 00:00:00-03:00,2.0
2008-06-02 00:00:00-03:00,1.25
2009-08-31 00:00:00-03:00,1.1
2013-05-21 00:00:00-03:00,1.1
2014-06-06 00:00:00-03:00,1.1
2015-07-14 00:00:00-03:00,1.1
2016-10-18 00:00:00-02:00,1.1
2018-11-21 00:00:00-02:00,1.5
2025-03-18 00:00:00-03:00,1.1
2025-12-26 00:00:00-03:00,1.03
