Date,Dividends
2022-12-01 00:00:00-03:00,0.015578
2022-12-09 00:00:00-03:00,0.429109
2023-01-02 00:00:00-03:00,0.015578
2023-02-01 00:00:00-03:00,0.015578
2023-03-01 00:00:00-03:00,0.015578
2023-03-24 00:00:00-03:00,0.231244
2023-04-03 00:00:00-03:00,0.015578
2023-05-02 00:00:00-03:00,0.015578
2023-06-01 00:00:00-03:00,0.015578
2023-06-20 00:00:00-03:00,0.23504
2023-07-03 00:00:00-03:00,0.015578
2023-08-01 00:00:00-03:00,0.015578
2023-09-01 00:00:00-03:00,0.015578
2023-09-19 00:00:00-03:00,0.237688
2023-10-02 00:00:00-03:00,0.015578
2023-11-01 00:00:00-03:00,0.015578
2023-12-01 00:00:00-03:00,0.015578
2023-12-07 00:00:00-03:00,0.218217
2024-01-02 00:00:00-03:00,0.015578
2024-02-01 00:00:00-03:00,0.015578
2024-02-22 00:00:00-03:00,0.993049
2024-03-01 00:00:00-03:00,0.015578
2024-03-22 00:00:00-03:00,0.213416
2024-04-01 00:00:00-03:00,0.015578
2024-05-02 00:00:00-03:00,0.015578
2024-06-03 00:00:00-03:00,0.015578
2024-06-21 00:00:00-03:00,0.221536
2024-07-01 00:00:00-03:00,0.015578
2024-08-01 00:00:00-03:00,0.015578
2024-09-02 00:00:00-03:00,0.015578
2024-09-20 00:00:00-03:00,0.240936
2024-10-01 00:00:00-03:00,0.015578
2024-11-01 00:00:00-03:00,0.015578
2024-12-02 00:00:00-03:00,0.015578
2024-12-10 00:00:00-03:00,0.274104
2025-01-02 00:00:00-03:00,0.015578
2025-02-03 00:00:00-03:00,0.015578
2025-02-18 00:00:00-03:00,1.398385
2025-03-05 00:00:00-03:00,0.015578
2025-04-01 00:00:00-03:00,0.017136
2025-05-02 00:00:00-03:00,0.017136
2025-06-02 00:00:00-03:00,0.017136
2025-06-10 00:00:00-03:00,0.324369
2025-07-01 00:00:00-03:00,0.017136
2025-08-01 00:00:00-03:00,0.017136
2025-08-19 00:00:00-03:00,0.352816
2025-09-01 00:00:00-03:00,0.017136
2025-10-01 00:00:00-03:00,0.017136
2025-11-03 00:00:00-03:00,0.017136
2025-12-01 00:00:00-03:00,0.017136
2025-12-10 00:00:00-03:00,2.172789
2026-01-02 00:00:00-03:00,0.018182
