,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
0,2025-12-18,2026-02-12,0.29433,0.26978,0.28206,26168000000,23932200000,24661744680
