timestamp,open,high,low,close,adjusted close,volume,dividend amount
2026-02-04,481.295,512.13,478.55,503.83,503.83,22222885,0.0
2026-01-30,500.96,504.08,471.91,480.53,480.53,97309189,0.0
2025-12-31,513.645,514.49,488.92,502.65,502.65,95845598,0.0
2025-11-28,479.51,516.85,473.15,513.81,513.81,108285093,0.0
2025-10-31,502.5,504.97,473.72,477.54,477.54,94476849,0.0
2025-09-30,504.24,507.661,486.2701,502.74,502.74,87750385,0.0
2025-08-29,473.47,506.72,455.185,502.98,502.98,104553050,0.0
2025-07-31,485.78,491.09,467.65,471.88,471.88,96608776,0.0
2025-06-30,501.7,503.23,481.7201,485.77,485.77,95967438,0.0
2025-05-30,531.0,542.07,500.185,503.96,503.96,112381652,0.0
2025-04-30,531.88,539.0,462.1,533.25,533.25,126914313,0.0
2025-03-31,516.22,537.63,488.75,532.58,532.58,108198056,0.0
2025-02-28,461.3,515.37,454.6,513.83,513.83,76963983,0.0
2025-01-31,455.96,474.93,440.1,468.67,468.67,82539957,0.0
2024-12-31,484.8,485.09,446.09,453.28,453.28,86544925,0.0
2024-11-29,451.49,491.67,437.9,483.02,483.02,82464924,0.0
2024-10-31,459.11,467.8393,450.57,450.92,450.92,74184206,0.0
2024-09-30,475.0,484.82,445.25,460.26,460.26,86449358,0.0
2024-08-30,439.67,476.95,406.11,475.92,475.92,86490268,0.0
2024-07-31,408.09,449.25,403.82,438.5,438.5,79773873,0.0
2024-06-28,414.89,417.0,403.33,406.8,406.8,78739845,0.0
2024-05-31,396.61,417.33,396.35,414.4,414.4,68083039,0.0
2024-04-30,421.49,424.52,395.661,396.73,396.73,63053432,0.0
2024-03-28,409.48,421.44,398.78,420.52,420.52,72430523,0.0
2024-02-29,384.0,430.0,381.475,409.4,409.4,72798608,0.0
2024-01-31,356.32,387.92,355.94,383.74,383.74,73151357,0.0
2023-12-29,359.94,364.05,350.85,356.66,356.66,70624053,0.0
2023-11-30,341.21,363.1919,340.58,360.0,360.0,66629299,0.0
2023-10-31,349.64,350.0,330.58,341.33,341.33,64954338,0.0
2023-09-29,361.9999,373.34,348.55,350.3,350.3,70946549,0.0
2023-08-31,352.03,364.63,349.39,360.2,360.2,64507427,0.0
2023-07-31,340.75,352.33,338.41,351.96,351.96,55742700,0.0
2023-06-30,321.42,342.5,319.53,341.0,341.0,78430880,0.0
